cls,nav_seed,component,block,z,rho
E3-ecc,20260892,inplane,pos,-0.5837522419044276,1599360.529759892
E3-ecc,20260892,inplane,vel,-0.6233883597907139,1599360.529759892
E3-ecc,20260892,inplane,pos,-0.210039731535871,50646.550338162604
E3-ecc,20260892,inplane,vel,0.8088034797764343,50646.550338162604
E3-ecc,20260892,inplane,pos,-0.7712395002953041,17380048.083468135
E3-ecc,20260892,inplane,vel,1.275486827593231,17380048.083468135
E3-ecc,20260892,inplane,pos,-1.0391854381136607,41300.10361071764
E3-ecc,20260892,inplane,vel,0.8406832258829443,41300.10361071764
E3-ecc,20260892,inplane,pos,-0.4331626125579006,319314.5158252163
E3-ecc,20260892,inplane,vel,-0.13972757274782538,319314.5158252163
