block,a_km,e,i_t_deg,sep_km,da_m,di_deg,dv_ms,dv_axis,orbits,n_obs,rho0_km,rho_mean_km,oop_amp_m,sigma_range_m,sigma_inplane_m,sigma_plane_m,sigma_pos_m,sigma_vrange_ms,sigma_vinplane_ms,sigma_vplane_ms,rel_sigma_range,rel_sigma_plane,plane_over_range,plane_over_inplane,fim_cond
wide,12000.0,0.0,51.6,12000.0,0.0,0.0,25.0,nor,1.5,328,11506.212926500872,11506.900890041348,52048.45496842012,3298.2466522879977,1498.9730953961052,897.2493475814454,3732.3461404036057,0.9188813741437282,1.3412040793312436,0.4321805766557164,0.00028664919321035195,7.797955359533798e-05,0.27203828038725436,0.5985760187005533,10024.581758596187
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,0.0,none,0.5,110,11506.212926500872,11506.218030063736,20943.5524828987,47884.64230537185,4079.6704409458707,1545.2534266018313,48082.95423299779,17.2368949968775,18.111996993931953,0.748847803379996,0.004161633598408816,0.00013429730846044362,0.032270334541654906,0.3787691797584426,140632.1112648476
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,0.0,none,1.0,219,11506.212926500872,11506.218053366689,20943.5524828987,7722.407765960273,2507.227097165739,1097.2075387696284,8193.02348365111,2.1669665226657484,2.716111512592872,0.5292791962352326,0.000671151126377488,9.535783370065773e-05,0.14208101566535083,0.43761793257976184,20176.901448309476
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,0.0,none,1.5,328,11506.212926500872,11506.218061180385,20943.5524828987,3298.1239556225023,1498.91483450944,897.2033168241562,3732.2032500232017,0.9188572161397982,1.3411656906751988,0.4321503076551239,0.0002866385296961028,7.79755530820863e-05,0.2720344440949959,0.5985685751904577,10024.680113988965
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,25.0,pro,0.5,110,11506.212926500872,11531.778919596896,21107.9101967123,48238.60440584692,4087.205783539155,1551.5652104067967,48436.30416064932,17.374025646947224,18.253718464971467,0.7490606933251486,0.004192396291810728,0.00013484586286711798,0.03216438845023332,0.3796151435916397,139808.307481627
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,25.0,pro,1.0,219,11506.212926500872,11681.85036097176,21298.039399300163,7889.864137790416,2525.7820160323313,1113.7243073450218,8358.822449249345,2.2263446540726446,2.7676412220041464,0.5368196158963452,0.0006857046873883799,9.679329892982555e-05,0.14115887015222092,0.440942369640645,20089.457849499882
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,25.0,pro,1.5,328,11506.212926500872,11813.298191368736,21265.901228763378,3359.4867094615565,1525.5332673896278,919.995574452147,3802.603655125373,0.9336717174327038,1.3595140196783762,0.44300947555681147,0.0002919715401514999,7.995641835666297e-05,0.2738500413950439,0.6030649046587957,9922.437311045456
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,25.0,nor,0.5,110,11506.212926500872,11506.337765024919,72923.99522527082,47887.746668083004,4079.8431153626316,1544.7940990295365,48086.04568480198,17.238011624189063,18.113146706351195,0.7485718028170447,0.004161903397232372,0.00013425738849935574,0.03225865083476846,0.3786405641953782,140646.2449068053
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,25.0,nor,1.0,219,11506.212926500872,11506.613018445281,62911.23246441872,7722.805723505382,2507.274809381676,1097.2587209304834,8193.420037653716,2.167103937373488,2.716233887291325,0.5293006315840263,0.0006711857126959971,9.536228192017026e-05,0.142080321610426,0.43763001838680804,20177.346649681356
wide,12000.0,0.0,51.6,12000.0,0.0,0.1,25.0,nor,1.5,328,11506.212926500872,11506.874853815869,41470.21194645447,3298.249630325844,1498.9715596608874,897.2535632895776,3732.349168747828,0.9188837254422701,1.341202386860634,0.4321800651758129,0.00028664945203033605,7.79799199807125e-05,0.27203931292518185,0.5985794443575457,10024.484685960713
wide,12000.0,0.0,51.6,12000.0,0.0,1.0,0.0,none,0.5,110,11506.212926500872,11506.723239312003,209424.99836358018,47509.49739933893,4059.1960040579847,1605.3903476091514,47709.60797895273,17.103452958048187,17.970912092344392,0.7817099509503952,0.004129029916517192,0.00013952378231343602,0.03379093519165474,0.39549466101273256,138479.68033460213
wide,12000.0,0.0,51.6,12000.0,0.0,1.0,0.0,none,1.0,219,11506.212926500872,11506.725569433525,209424.99836358018,7718.282621105099,2506.567974487826,1101.0763735987073,8189.452900559248,2.166063816543168,2.7147329196254852,0.5300252914992014,0.0006707926118183082,9.569407246607881e-05,0.14265820878182042,0.43927648673628855,20168.10182301564
wide,12000.0,0.0,51.6,12000.0,0.0,1.0,0.0,none,1.5,328,11506.212926500872,11506.72635082687,209424.99836358018,3296.846614732697,1498.7685798611174,898.0400746555235,3731.217071243732,0.918590559681074,1.3406996477868909,0.43233014165076317,0.00028652751655059924,7.804827534411224e-05,0.272393647506205,0.5991852823193958,10023.48623954229
